"Date","Case_Status","Case_Count"
"2020-09-21","Total_Cases",1824
"2020-09-22","Total_Cases",1827
"2020-09-23","Total_Cases",1830
"2020-09-24","Total_Cases",1832
"2020-09-25","Total_Cases",1833
"2020-09-26","Total_Cases",1835
"2020-09-27","Total_Cases",1837
"2020-09-28","Total_Cases",1838
"2020-09-29","Total_Cases",1838
"2020-09-30","Total_Cases",1844
"2020-10-01","Total_Cases",1850
"2020-10-02","Total_Cases",1852
"2020-10-03","Total_Cases",1856
"2020-10-04","Total_Cases",1858
"2020-10-05","Total_Cases",1861
"2020-10-06","Total_Cases",1863
"2020-10-07","Total_Cases",1866
"2020-10-08","Total_Cases",1869
"2020-10-09","Total_Cases",1873
"2020-10-10","Total_Cases",1873
"2020-10-11","Total_Cases",1876
"2020-10-12","Total_Cases",1877
"2020-10-13","Total_Cases",1879
"2020-10-14","Total_Cases",1880
"2020-10-15","Total_Cases",1885
"2020-10-16","Total_Cases",1886
"2020-10-17","Total_Cases",1890
"2020-10-18","Total_Cases",1891
"2020-10-19","Total_Cases",1892
"2020-10-20","Total_Cases",1914
"2020-10-21","Total_Cases",1918
"2020-10-22","Total_Cases",1921
"2020-10-23","Total_Cases",1939
"2020-10-24","Total_Cases",1939
"2020-10-25","Total_Cases",1943
"2020-10-26","Total_Cases",1944
"2020-10-27","Total_Cases",1947
"2020-10-28","Total_Cases",1953
"2020-10-29","Total_Cases",1954
"2020-10-30","Total_Cases",1960
"2020-10-31","Total_Cases",1965
"2020-11-01","Total_Cases",1968
"2020-11-02","Total_Cases",1973
"2020-11-03","Total_Cases",1974
"2020-11-04","Total_Cases",1977
"2020-11-05","Total_Cases",1978
"2020-11-06","Total_Cases",1979
"2020-11-07","Total_Cases",1985
"2020-11-08","Total_Cases",1986
"2020-11-09","Total_Cases",1990
"2020-11-10","Total_Cases",1991
"2020-11-11","Total_Cases",1994
"2020-11-12","Total_Cases",1998
"2020-11-13","Total_Cases",2001
"2020-11-14","Total_Cases",2004
"2020-11-15","Total_Cases",2005
"2020-11-16","Total_Cases",2008
"2020-11-17","Total_Cases",2009
"2020-11-18","Total_Cases",2017
"2020-11-19","Total_Cases",2018
"2020-11-20","Total_Cases",2022
"2020-11-21","Total_Cases",2028
"2020-11-22","Total_Cases",2030
"2020-11-23","Total_Cases",2040
"2020-11-24","Total_Cases",2043
"2020-11-25","Total_Cases",2044
"2020-11-26","Total_Cases",2051
"2020-11-27","Total_Cases",2054
"2020-11-28","Total_Cases",2058
"2020-11-29","Total_Cases",2061
"2020-11-30","Total_Cases",2067
"2020-12-01","Total_Cases",2070
"2020-12-02","Total_Cases",2072
"2020-12-03","Total_Cases",2075
"2020-12-04","Total_Cases",2084
"2020-12-05","Total_Cases",2084
"2020-12-06","Total_Cases",2086
"2020-12-07","Total_Cases",2092
"2020-12-08","Total_Cases",2094
"2020-12-09","Total_Cases",2096
"2020-12-10","Total_Cases",2099
"2020-12-11","Total_Cases",2100
"2020-12-12","Total_Cases",2105
"2020-12-13","Total_Cases",2105
"2020-12-14","Total_Cases",2109
"2020-12-15","Total_Cases",2109
"2020-12-16","Total_Cases",2113
"2020-12-17","Total_Cases",2117
"2020-12-18","Total_Cases",2119
"2020-12-19","Total_Cases",2126
"2020-12-20","Total_Cases",2130
"2020-12-21","Total_Cases",2135
"2020-12-22","Total_Cases",2137
"2020-12-23","Total_Cases",2140
"2020-12-24","Total_Cases",2146
"2020-12-25","Total_Cases",2148
"2020-12-26","Total_Cases",2151
"2020-12-27","Total_Cases",2154
"2020-12-28","Total_Cases",2160
"2020-12-29","Total_Cases",2164
"2020-12-30","Total_Cases",2171
"2020-12-31","Total_Cases",2174
"2021-01-01","Total_Cases",2180
"2021-01-02","Total_Cases",2188
"2021-01-03","Total_Cases",2191
"2021-01-04","Total_Cases",2192
"2021-01-05","Total_Cases",2194
"2021-01-06","Total_Cases",2196
"2021-01-07","Total_Cases",2214
"2021-01-08","Total_Cases",2218
"2021-01-09","Total_Cases",2226
"2021-01-10","Total_Cases",2235
"2021-01-11","Total_Cases",2241
"2021-01-12","Total_Cases",2243
"2021-01-13","Total_Cases",2251
"2021-01-14","Total_Cases",2257
"2021-01-15","Total_Cases",2263
"2021-01-16","Total_Cases",2268
"2021-01-17","Total_Cases",2270
"2021-01-18","Total_Cases",2272
"2021-01-19","Total_Cases",2274
"2021-01-20","Total_Cases",2278
"2021-01-21","Total_Cases",2282
"2021-01-22","Total_Cases",2285
"2021-01-23","Total_Cases",2291
"2021-01-24","Total_Cases",2297
"2021-01-25","Total_Cases",2299
"2021-01-26","Total_Cases",2300
"2021-01-27","Total_Cases",2306
"2021-01-28","Total_Cases",2311
"2021-01-29","Total_Cases",2313
"2021-01-30","Total_Cases",2313
"2021-01-31","Total_Cases",2313
"2021-02-01","Total_Cases",2314
"2021-02-02","Total_Cases",2318
"2021-02-03","Total_Cases",2321
"2021-02-04","Total_Cases",2325
"2021-02-05","Total_Cases",2327
"2021-02-06","Total_Cases",2329
"2021-02-07","Total_Cases",2329
"2021-02-08","Total_Cases",2330
"2021-02-09","Total_Cases",2332
"2021-02-10","Total_Cases",2334
"2021-02-11","Total_Cases",2335
"2021-02-12","Total_Cases",2339
"2021-02-13","Total_Cases",2341
"2021-02-14","Total_Cases",2346
"2021-02-15","Total_Cases",2347
"2021-02-16","Total_Cases",2349
"2021-02-17","Total_Cases",2354
"2021-02-18","Total_Cases",2354
"2021-02-19","Total_Cases",2361
"2021-02-20","Total_Cases",2363
"2021-02-21","Total_Cases",2364
"2021-02-22","Total_Cases",2369
"2021-02-23","Total_Cases",2376
"2021-02-24","Total_Cases",2378
"2021-02-25","Total_Cases",2380
"2021-02-26","Total_Cases",2381
"2021-02-27","Total_Cases",2385
"2021-02-28","Total_Cases",2388
"2021-03-01","Total_Cases",2392
"2021-03-02","Total_Cases",2393
"2021-03-03","Total_Cases",2399
"2021-03-04","Total_Cases",2399
"2021-03-05","Total_Cases",2408
"2021-03-06","Total_Cases",2409
"2021-03-07","Total_Cases",2416
"2021-03-08","Total_Cases",2419
"2021-03-09","Total_Cases",2420
"2021-03-10","Total_Cases",2428
"2021-03-11","Total_Cases",2429
"2021-03-12","Total_Cases",2432
"2021-03-13","Total_Cases",2433
"2021-03-14","Total_Cases",2440
"2021-03-15","Total_Cases",2441
"2021-03-16","Total_Cases",2443
"2021-03-17","Total_Cases",2450
"2021-03-18","Total_Cases",2451
"2021-03-19","Total_Cases",2457
"2021-03-20","Total_Cases",2463
"2021-03-21","Total_Cases",2468
"2021-03-22","Total_Cases",2475
"2021-03-23","Total_Cases",2478
"2021-03-24","Total_Cases",2483
"2021-03-25","Total_Cases",2486
"2021-03-26","Total_Cases",2487
"2021-03-27","Total_Cases",2489
"2021-03-28","Total_Cases",2499
"2021-03-29","Total_Cases",2501
"2021-03-30","Total_Cases",2503
"2021-03-31","Total_Cases",2508
"2021-04-01","Total_Cases",2508
"2021-04-02","Total_Cases",2512
"2021-04-03","Total_Cases",2513
"2021-04-04","Total_Cases",2520
"2021-04-05","Total_Cases",2530
"2021-04-06","Total_Cases",2537
"2021-04-07","Total_Cases",2556
"2021-04-08","Total_Cases",2561
"2021-04-09","Total_Cases",2569
"2021-04-10","Total_Cases",2575
"2021-04-11","Total_Cases",2583
"2021-04-12","Total_Cases",2587
"2021-04-13","Total_Cases",2588
"2021-04-14","Total_Cases",2590
"2021-04-15","Total_Cases",2593
"2021-04-16","Total_Cases",2595
"2021-04-17","Total_Cases",2597
"2021-04-18","Total_Cases",2599
"2021-04-19","Total_Cases",2599
"2021-04-20","Total_Cases",2600
"2021-04-21","Total_Cases",2604
"2021-04-22","Total_Cases",2604
"2021-04-23","Total_Cases",2606
"2021-04-24","Total_Cases",2606
"2021-04-25","Total_Cases",2610
"2021-04-26","Total_Cases",2614
"2021-04-27","Total_Cases",2616
"2021-04-28","Total_Cases",2618
"2021-04-29","Total_Cases",2619
"2021-04-30","Total_Cases",2623
"2021-05-01","Total_Cases",2626
"2021-05-02","Total_Cases",2630
"2021-05-03","Total_Cases",2631
"2021-05-04","Total_Cases",2635
"2021-05-05","Total_Cases",2636
"2021-05-06","Total_Cases",2641
"2021-05-07","Total_Cases",2644
"2021-05-08","Total_Cases",2645
"2021-05-09","Total_Cases",2646
"2021-05-10","Total_Cases",2646
"2021-05-11","Total_Cases",2647
"2021-05-12","Total_Cases",2648
"2021-05-13","Total_Cases",2648
"2021-05-14","Total_Cases",2648
"2021-05-15","Total_Cases",2649
"2021-05-16","Total_Cases",2654
"2021-05-17","Total_Cases",2655
"2021-05-18","Total_Cases",2661
"2021-05-19","Total_Cases",2662
"2021-05-20","Total_Cases",2663
"2021-05-21","Total_Cases",2666
"2021-05-22","Total_Cases",2666
"2021-05-23","Total_Cases",2670
"2021-05-24","Total_Cases",2672
"2021-05-25","Total_Cases",2673
"2021-05-26","Total_Cases",2673
"2021-05-27","Total_Cases",2674
"2021-05-28","Total_Cases",2674
"2021-05-29","Total_Cases",2675
"2021-05-30","Total_Cases",2677
"2021-05-31","Total_Cases",2677
"2021-06-01","Total_Cases",2682
"2021-06-02","Total_Cases",2684
"2021-06-03","Total_Cases",2685
"2021-06-04","Total_Cases",2687
"2021-06-05","Total_Cases",2687
"2021-06-06","Total_Cases",2690
"2021-06-07","Total_Cases",2694
"2021-06-08","Total_Cases",2700
"2021-06-09","Total_Cases",2701
"2021-06-10","Total_Cases",2706
"2021-06-11","Total_Cases",2710
"2021-06-12","Total_Cases",2713
"2021-06-13","Total_Cases",2713
"2021-06-14","Total_Cases",2714
"2021-06-15","Total_Cases",2714
"2021-06-16","Total_Cases",2716
"2021-06-17","Total_Cases",2717
"2021-06-18","Total_Cases",2719
"2021-06-19","Total_Cases",2721
"2021-06-20","Total_Cases",2723
"2021-06-21","Total_Cases",2723
"2021-06-22","Total_Cases",2727
"2021-06-23","Total_Cases",2728
"2021-06-24","Total_Cases",2730
"2021-06-25","Total_Cases",2733
"2021-06-26","Total_Cases",2736
"2021-06-27","Total_Cases",2742
"2021-06-28","Total_Cases",2747
"2021-06-29","Total_Cases",2748
"2021-06-30","Total_Cases",2749
"2021-07-01","Total_Cases",2752
"2021-07-02","Total_Cases",2755
"2021-07-03","Total_Cases",2758
"2021-07-04","Total_Cases",2767
"2021-07-05","Total_Cases",2768
"2021-07-06","Total_Cases",2773
"2021-07-07","Total_Cases",2775
"2021-07-08","Total_Cases",2775
"2021-07-09","Total_Cases",2775
"2021-07-10","Total_Cases",2778
"2021-07-11","Total_Cases",2781
"2021-07-12","Total_Cases",2796
"2021-07-13","Total_Cases",2796
"2021-07-14","Total_Cases",2818
"2021-07-15","Total_Cases",2820
"2021-07-16","Total_Cases",2826
"2021-07-17","Total_Cases",2830
"2021-07-18","Total_Cases",2833
"2021-07-19","Total_Cases",2839
"2021-07-20","Total_Cases",2847
"2021-07-21","Total_Cases",2853
"2021-07-22","Total_Cases",2858
"2021-07-23","Total_Cases",2861
"2021-07-24","Total_Cases",2862
"2021-07-25","Total_Cases",2862
"2021-07-26","Total_Cases",2864
"2021-07-27","Total_Cases",2865
"2021-07-28","Total_Cases",2871
"2021-07-29","Total_Cases",2871
"2021-07-30","Total_Cases",2875
"2021-07-31","Total_Cases",2875
"2021-08-01","Total_Cases",2879
"2021-08-02","Total_Cases",2881
"2021-08-03","Total_Cases",2883
"2021-08-04","Total_Cases",2883
"2021-08-05","Total_Cases",2884
"2021-08-06","Total_Cases",2886
"2021-08-07","Total_Cases",2890
"2021-08-08","Total_Cases",2902
"2021-08-09","Total_Cases",2905
"2021-08-10","Total_Cases",2908
"2021-08-11","Total_Cases",2916
"2021-08-12","Total_Cases",2916
"2021-08-13","Total_Cases",2919
"2021-08-14","Total_Cases",2922
"2021-08-15","Total_Cases",2926
"2021-08-16","Total_Cases",2926
"2021-08-17","Total_Cases",2938
"2021-08-18","Total_Cases",2950
"2021-08-19","Total_Cases",2970
"2021-08-20","Total_Cases",2992
"2021-08-21","Total_Cases",3023
"2021-08-22","Total_Cases",3062
"2021-08-23","Total_Cases",3102
"2021-08-24","Total_Cases",3164
"2021-08-25","Total_Cases",3231
"2021-08-26","Total_Cases",3312
"2021-08-27","Total_Cases",3390
"2021-08-28","Total_Cases",3468
"2021-08-29","Total_Cases",3524
"2021-08-30","Total_Cases",3587
"2021-08-31","Total_Cases",3645
"2021-09-01","Total_Cases",3693
"2021-09-02","Total_Cases",3722
"2021-09-03","Total_Cases",3746
"2021-09-04","Total_Cases",3773
"2021-09-05","Total_Cases",3792
"2021-09-06","Total_Cases",3819
"2021-09-07","Total_Cases",3833
"2021-09-08","Total_Cases",3855
"2021-09-09","Total_Cases",3868
"2021-09-10","Total_Cases",3893
"2021-09-11","Total_Cases",3911
"2021-09-12","Total_Cases",3953
"2021-09-13","Total_Cases",3970
"2021-09-14","Total_Cases",3981
"2021-09-15","Total_Cases",4001
"2021-09-16","Total_Cases",4015
"2021-09-17","Total_Cases",4038
"2021-09-18","Total_Cases",4062
"2021-09-19","Total_Cases",4087
"2021-09-20","Total_Cases",4098
"2021-09-21","Total_Cases",4123
"2021-09-22","Total_Cases",4140
"2021-09-23","Total_Cases",4152
"2021-09-24","Total_Cases",4164
"2021-09-25","Total_Cases",4187
"2021-09-26","Total_Cases",4202
"2021-09-27","Total_Cases",4211
"2021-09-28","Total_Cases",4256
"2021-09-29","Total_Cases",4283
"2021-09-30","Total_Cases",4301
"2021-10-01","Total_Cases",4330
"2021-10-02","Total_Cases",4358
"2021-10-03","Total_Cases",4385
"2021-10-04","Total_Cases",4412
"2021-10-05","Total_Cases",4454
"2021-10-06","Total_Cases",4492
"2021-10-07","Total_Cases",4533
"2021-10-08","Total_Cases",4573
"2021-10-09","Total_Cases",4622
"2021-10-10","Total_Cases",4666
"2021-10-11","Total_Cases",4703
"2021-10-12","Total_Cases",4754
"2021-10-13","Total_Cases",4844
"2021-10-14","Total_Cases",4899
"2021-10-15","Total_Cases",4939
"2021-10-16","Total_Cases",4993
"2021-10-17","Total_Cases",5075
"2021-10-18","Total_Cases",5161
"2021-10-19","Total_Cases",5251
"2021-10-20","Total_Cases",5353
"2021-10-21","Total_Cases",5469
"2021-10-22","Total_Cases",5570
"2021-10-23","Total_Cases",5662
"2021-10-24","Total_Cases",5767
"2021-10-25","Total_Cases",5841
"2021-10-26","Total_Cases",5928
"2021-10-27","Total_Cases",6039
"2021-10-28","Total_Cases",6192
"2021-10-29","Total_Cases",6309
"2021-10-30","Total_Cases",6471
"2021-10-31","Total_Cases",6627
"2021-11-01","Total_Cases",6740
"2021-11-02","Total_Cases",6860
"2021-11-03","Total_Cases",7033
"2021-11-04","Total_Cases",7214
"2021-11-05","Total_Cases",7368
"2021-11-06","Total_Cases",7538
"2021-11-07","Total_Cases",7688
"2021-11-08","Total_Cases",7812
"2021-11-09","Total_Cases",7971
"2021-11-10","Total_Cases",8197
"2021-11-11","Total_Cases",8411
"2021-11-12","Total_Cases",8583
"2021-11-13","Total_Cases",8730
"2021-11-14","Total_Cases",8951
"2021-11-15","Total_Cases",9134
"2021-11-16","Total_Cases",9299
"2021-11-17","Total_Cases",9501
"2021-11-18","Total_Cases",9677
"2021-11-19","Total_Cases",9849
"2021-11-20","Total_Cases",10057
"2021-11-21","Total_Cases",10262
"2021-11-22","Total_Cases",10448
"2021-11-23","Total_Cases",10630
"2021-11-24","Total_Cases",10825
"2021-11-25","Total_Cases",11023
"2021-11-26","Total_Cases",11189
"2021-11-27","Total_Cases",11326
"2021-11-28","Total_Cases",11501
"2021-11-29","Total_Cases",11632
"2021-11-30","Total_Cases",11769
"2021-12-01","Total_Cases",11902
"2021-12-02","Total_Cases",12013
"2021-12-03","Total_Cases",12141
"2021-12-04","Total_Cases",12243
"2021-12-05","Total_Cases",12342
"2021-12-06","Total_Cases",12430
"2021-12-07","Total_Cases",12537
"2021-12-08","Total_Cases",12650
"2021-12-09","Total_Cases",12743
"2021-12-10","Total_Cases",12830
"2021-12-11","Total_Cases",12927
"2021-12-12","Total_Cases",12999
"2021-12-13","Total_Cases",13064
"2021-12-14","Total_Cases",13141
"2021-12-15","Total_Cases",13242
"2021-12-16","Total_Cases",13322
"2021-12-17","Total_Cases",13389
"2021-12-18","Total_Cases",13466
"2021-12-19","Total_Cases",13511
"2021-12-20","Total_Cases",13548
"2021-12-21","Total_Cases",13606
"2021-12-22","Total_Cases",13692
"2021-12-23","Total_Cases",13743
"2021-12-24","Total_Cases",13829
"2021-12-25","Total_Cases",13876
"2021-12-26","Total_Cases",13913
"2021-12-27","Total_Cases",13948
"2021-12-28","Total_Cases",14022
"2021-12-29","Total_Cases",14069
"2021-12-30","Total_Cases",14135
"2021-12-31","Total_Cases",14206
"2022-01-01","Total_Cases",14271
"2022-01-02","Total_Cases",14324
"2022-01-03","Total_Cases",14372
"2022-01-04","Total_Cases",14418
"2022-01-05","Total_Cases",14476
"2022-01-06","Total_Cases",14550
"2022-01-07","Total_Cases",14614
"2022-01-08","Total_Cases",14678
"2022-01-09","Total_Cases",14739
"2022-01-10","Total_Cases",14791
"2022-01-11","Total_Cases",14859
"2022-01-12","Total_Cases",14917
"2022-01-13","Total_Cases",14964
"2022-01-14","Total_Cases",15017
"2022-01-15","Total_Cases",15106
"2022-01-16","Total_Cases",15137
"2022-01-17","Total_Cases",15218
"2022-01-18","Total_Cases",15284
"2022-01-19","Total_Cases",15344
"2022-01-20","Total_Cases",15422
"2022-01-21","Total_Cases",15494
"2022-01-22","Total_Cases",15569
"2022-01-23","Total_Cases",15647
"2022-01-24","Total_Cases",15712
"2022-01-25","Total_Cases",15771
"2022-01-26","Total_Cases",15892
"2022-01-27","Total_Cases",16049
"2022-01-28","Total_Cases",16215
"2022-01-29","Total_Cases",16405
"2022-01-30","Total_Cases",16540
"2022-01-31","Total_Cases",16716
"2022-02-01","Total_Cases",16898
"2022-02-02","Total_Cases",17103
"2022-02-03","Total_Cases",17385
"2022-02-04","Total_Cases",17673
"2022-02-05","Total_Cases",17885
"2022-02-06","Total_Cases",18118
"2022-02-07","Total_Cases",18407
"2022-02-08","Total_Cases",18593
"2022-02-09","Total_Cases",19043
"2022-02-10","Total_Cases",19513
"2022-02-11","Total_Cases",20191
"2022-02-12","Total_Cases",20912
"2022-02-13","Total_Cases",21599
"2022-02-14","Total_Cases",22351
"2022-02-15","Total_Cases",23543
"2022-02-16","Total_Cases",25090
"2022-02-17","Total_Cases",26999
"2022-02-18","Total_Cases",28769
"2022-02-19","Total_Cases",31282
"2022-02-20","Total_Cases",33378
"2022-02-21","Total_Cases",36228
"2022-02-22","Total_Cases",39671
"2022-02-23","Total_Cases",43633
"2022-02-24","Total_Cases",49037
"2022-02-25","Total_Cases",73361
"2022-02-26","Total_Cases",86130
"2022-02-27","Total_Cases",100720
"2022-02-28","Total_Cases",120621
"2022-03-01","Total_Cases",142860
"2022-03-02","Total_Cases",166031
"2022-03-03","Total_Cases",188567
"2022-03-04","Total_Cases",207442
"2022-03-05","Total_Cases",222683
"2022-03-06","Total_Cases",240175
"2022-03-07","Total_Cases",264116
"2022-03-08","Total_Cases",286605
"2022-03-09","Total_Cases",307635
"2022-03-10","Total_Cases",328698
"2022-03-11","Total_Cases",347427
"2022-03-12","Total_Cases",361950
"2022-03-13","Total_Cases",377541
"2022-03-14","Total_Cases",399197
"2022-03-15","Total_Cases",418710
"2022-03-16","Total_Cases",438312
"2022-03-17","Total_Cases",455420
"2022-03-18","Total_Cases",471048
"2022-03-19","Total_Cases",483089
"2022-03-20","Total_Cases",497583
"2022-03-21","Total_Cases",518556
"2022-03-22","Total_Cases",538717
"2022-03-23","Total_Cases",557216
"2022-03-24","Total_Cases",573158
"2022-03-25","Total_Cases",587360
"2022-03-26","Total_Cases",598045
"2022-03-27","Total_Cases",610592
"2022-03-28","Total_Cases",627812
"2022-03-29","Total_Cases",643805
"2022-03-30","Total_Cases",659124
"2022-03-31","Total_Cases",672685
"2022-04-01","Total_Cases",684379
"2022-04-02","Total_Cases",693232
"2022-04-03","Total_Cases",703501
"2022-04-04","Total_Cases",717722
"2022-04-05","Total_Cases",730407
"2022-04-06","Total_Cases",742152
"2022-04-07","Total_Cases",752193
"2022-04-08","Total_Cases",760788
"2022-04-09","Total_Cases",767578
"2022-04-10","Total_Cases",775262
"2022-04-11","Total_Cases",786480
"2022-04-12","Total_Cases",796068
"2022-04-13","Total_Cases",805775
"2022-04-14","Total_Cases",813671
"2022-04-15","Total_Cases",819486
"2022-04-16","Total_Cases",825496
"2022-04-17","Total_Cases",831825
"2022-04-18","Total_Cases",840280
"2022-04-19","Total_Cases",851663
"2022-04-20","Total_Cases",862076
"2022-04-21","Total_Cases",871599
"2022-04-22","Total_Cases",879651
"2022-04-23","Total_Cases",885406
"2022-04-24","Total_Cases",891190
"2022-04-25","Total_Cases",897709
"2022-04-26","Total_Cases",907758
"2022-04-27","Total_Cases",917012
"2022-04-28","Total_Cases",925430
"2022-04-29","Total_Cases",932651
"2022-04-30","Total_Cases",938479
"2022-05-01","Total_Cases",945286
"2022-05-02","Total_Cases",954618
"2022-05-03","Total_Cases",963431
"2022-05-04","Total_Cases",972302
"2022-05-05","Total_Cases",979863
"2022-05-06","Total_Cases",986790
"2022-05-07","Total_Cases",992600
"2022-05-08","Total_Cases",999153
"2022-05-09","Total_Cases",1008601
"2022-05-10","Total_Cases",1016810
"2022-05-11","Total_Cases",1026441
"2022-05-12","Total_Cases",1034071
"2022-05-13","Total_Cases",1041298
"2022-05-14","Total_Cases",1047211
"2022-05-15","Total_Cases",1054437
"2022-05-16","Total_Cases",1064532
"2022-05-17","Total_Cases",1074316
"2022-05-18","Total_Cases",1083678
"2022-05-19","Total_Cases",1091728
"2022-05-20","Total_Cases",1098585
"2022-05-21","Total_Cases",1103733
"2022-05-22","Total_Cases",1109883
"2022-05-23","Total_Cases",1118561
"2022-05-24","Total_Cases",1126956
"2022-05-25","Total_Cases",1134795
"2022-05-26","Total_Cases",1141919
"2022-05-27","Total_Cases",1148446
"2022-05-28","Total_Cases",1153407
"2022-05-29","Total_Cases",1159398
"2022-05-30","Total_Cases",1168107
"2022-05-31","Total_Cases",1176578
"2022-06-01","Total_Cases",1184711
"2022-06-02","Total_Cases",1191152
"2022-06-03","Total_Cases",1197655
"2022-06-04","Total_Cases",1202191
"2022-06-05","Total_Cases",1206747
"2022-06-06","Total_Cases",1212727
"2022-06-07","Total_Cases",1220065
"2022-06-08","Total_Cases",1228302
"2022-06-09","Total_Cases",1234842
"2022-06-10","Total_Cases",1240177
"2022-06-11","Total_Cases",1244747
"2022-06-12","Total_Cases",1249370
"2022-06-13","Total_Cases",1255796
"2022-06-14","Total_Cases",1261606
"2022-06-15","Total_Cases",1267308
"2022-06-16","Total_Cases",1272394
"2022-06-17","Total_Cases",1276971
"2022-06-18","Total_Cases",1280338
"2022-06-19","Total_Cases",1284531
"2022-06-20","Total_Cases",1290409
"2022-06-21","Total_Cases",1296172
"2022-06-22","Total_Cases",1301718
"2022-06-23","Total_Cases",1306759
"2022-06-24","Total_Cases",1310769
"2022-06-25","Total_Cases",1315382
"2022-06-26","Total_Cases",1321155
"2022-06-27","Total_Cases",1329532
"2022-06-28","Total_Cases",1337662
"2022-06-29","Total_Cases",1345522
"2022-06-30","Total_Cases",1352930
"2022-07-01","Total_Cases",1359755
"2022-07-02","Total_Cases",1365236
"2022-07-03","Total_Cases",1371820
"2022-07-04","Total_Cases",1381649
"2022-07-05","Total_Cases",1392209
"2022-07-06","Total_Cases",1403145
"2022-07-07","Total_Cases",1412711
"2022-07-08","Total_Cases",1422266
"2022-07-09","Total_Cases",1430035
"2022-07-10","Total_Cases",1438725
"2022-07-11","Total_Cases",1450571
"2022-07-12","Total_Cases",1462350
"2022-07-13","Total_Cases",1474060
"2022-07-14","Total_Cases",1484856
"2022-07-15","Total_Cases",1494382
"2022-07-16","Total_Cases",1501172
"2022-07-17","Total_Cases",1508877
"2022-07-18","Total_Cases",1519626
"2022-07-19","Total_Cases",1530307
"2022-07-20","Total_Cases",1540646
"2022-07-21","Total_Cases",1549702
"2022-07-22","Total_Cases",1557764
"2022-07-23","Total_Cases",1563890
"2022-07-24","Total_Cases",1570908
"2022-07-25","Total_Cases",1580586
"2022-07-26","Total_Cases",1589714
"2022-07-27","Total_Cases",1597645
"2022-07-28","Total_Cases",1605555
"2022-07-29","Total_Cases",1612019
"2022-07-30","Total_Cases",1616713
"2022-07-31","Total_Cases",1622044
"2022-08-01","Total_Cases",1629403
"2022-08-02","Total_Cases",1636107
"2022-08-03","Total_Cases",1642447
"2022-08-04","Total_Cases",1647948
"2022-08-05","Total_Cases",1652842
"2022-08-06","Total_Cases",1656489
"2022-08-07","Total_Cases",1660539
"2022-08-08","Total_Cases",1666651
"2022-08-09","Total_Cases",1672052
"2022-08-10","Total_Cases",1677056
"2022-08-11","Total_Cases",1681337
"2022-08-12","Total_Cases",1685057
"2022-08-13","Total_Cases",1687967
"2022-08-14","Total_Cases",1691386
"2022-08-15","Total_Cases",1696358
"2022-08-16","Total_Cases",1701022
"2022-08-17","Total_Cases",1705644
"2022-08-18","Total_Cases",1709538
"2022-08-19","Total_Cases",1712950
"2022-08-20","Total_Cases",1715283
"2022-08-21","Total_Cases",1718012
"2022-08-22","Total_Cases",1721831
"2022-08-23","Total_Cases",1725115
"2022-08-24","Total_Cases",1728014
"2022-08-25","Total_Cases",1730496
"2022-08-26","Total_Cases",1732767
"2022-08-27","Total_Cases",1734231
"2022-08-28","Total_Cases",1735925
"2022-08-29","Total_Cases",1738495
"2022-08-30","Total_Cases",1740840
"2022-08-31","Total_Cases",1743035
"2022-09-01","Total_Cases",1744925
"2022-09-02","Total_Cases",1746629
"2022-09-03","Total_Cases",1747784
"2022-09-04","Total_Cases",1749118
"2022-09-05","Total_Cases",1751254
"2022-09-06","Total_Cases",1753144
"2022-09-07","Total_Cases",1754879
"2022-09-08","Total_Cases",1756427
"2022-09-09","Total_Cases",1757890
"2022-09-10","Total_Cases",1758899
"2022-09-11","Total_Cases",1760088
"2022-09-12","Total_Cases",1762109
"2022-09-13","Total_Cases",1763705
"2022-09-14","Total_Cases",1765294
"2022-09-15","Total_Cases",1766619
"2022-09-16","Total_Cases",1767765
"2022-09-17","Total_Cases",1768650
"2022-09-18","Total_Cases",1769672
"2022-09-19","Total_Cases",1771489
"2022-09-20","Total_Cases",1773111
"2022-09-21","Total_Cases",1774760
"2022-09-22","Total_Cases",1776300
"2022-09-23","Total_Cases",1777589
"2022-09-24","Total_Cases",1778502
"2022-09-25","Total_Cases",1779456
"2022-09-26","Total_Cases",1780712
"2022-09-27","Total_Cases",1782651
"2022-09-28","Total_Cases",1784311
"2022-09-29","Total_Cases",1785887
"2022-09-30","Total_Cases",1787333
"2022-10-01","Total_Cases",1788260
"2022-10-02","Total_Cases",1789405
"2022-10-03","Total_Cases",1791202
"2022-10-04","Total_Cases",1793034
"2022-10-05","Total_Cases",1794798
"2022-10-06","Total_Cases",1796535
"2022-10-07","Total_Cases",1798076
"2022-10-08","Total_Cases",1799211
"2022-10-09","Total_Cases",1800591
"2022-10-10","Total_Cases",1803035
"2022-10-11","Total_Cases",1805248
"2022-10-12","Total_Cases",1807577
"2022-10-13","Total_Cases",1809751
"2022-10-14","Total_Cases",1811658
"2022-10-15","Total_Cases",1813127
"2022-10-16","Total_Cases",1814878
"2022-10-17","Total_Cases",1817801
"2022-10-18","Total_Cases",1820725
"2022-10-19","Total_Cases",1823360
"2022-10-20","Total_Cases",1825792
"2022-10-21","Total_Cases",1827987
"2022-10-22","Total_Cases",1829575
"2022-10-23","Total_Cases",1831213
"2022-10-24","Total_Cases",1833623
"2022-10-25","Total_Cases",1837546
"2022-10-26","Total_Cases",1841123
"2022-10-27","Total_Cases",1844294
